image_path,MI,dataset_grade
images/cow_1-_4299_jpg.rf.2edcb0e347837678aae9b1783a2b9d77.jpg,0.0080668761849019,0
images/cow_1-_3560_jpg.rf.7402c51bdf800a0ee6fbd30da2e821e3.jpg,0.012294411135293,0
images/cow_1-_3255_jpg.rf.3f988f19511e0605805b5a4400178576.jpg,0.0311056850151281,0
images/cow_1-_2162_jpg.rf.43f2c6303b8a1df1ca5d9db6ceb9b41d.jpg,0.0176687969046663,0
images/cow_1-_3713_jpg.rf.bb1566c06a1ced4ea7c1d8e6197e14ea.jpg,0.0267973360261027,0
images/cow_1-_4243_jpg.rf.7082d31282ba0d58838ec1cb95b621b2.jpg,0.0069724912924633,0
images/cow_1-_5660_jpg.rf.c58a8739cc7b2c06bab6bd857ff6d7bb.jpg,0.0524138179157997,0
images/cow_1-_1147_jpg.rf.debcf07d09d0b2aed1f193d6177e44fa.jpg,0.1009844603881286,0
images/cow_1-_3966_jpg.rf.1c8fca33eb0dee88177d25792a895cda.jpg,0.0289933976949443,0
images/cow_1-_2789_jpg.rf.1f93154de60a1debcbf4f5d2725069ba.jpg,0.0656260724090597,0
images/cow_1-_1549_jpg.rf.116409af4ca053961086c1046addac9d.jpg,0.02499510802629,0
images/cow_1-_845_jpg.rf.3fc720ecde9b5ada27ced0fef2653e09.jpg,0.0257998817423296,0
images/cow_1-_1100_jpg.rf.1d3f7989321063ec8457496a5a6f8ba7.jpg,0.1006903280334443,0
images/cow_1-_1706_jpg.rf.1d008f29c75c2bf69f9cae223cab8825.jpg,0.019268649738256,0
images/cow_1-_4766_jpg.rf.847c61725d92d62435c2756b8e95fb11.jpg,0.0547539684389641,0
images/cow_1-_1938_jpg.rf.f22d4831ebcd993be13e0c60bc2506df.jpg,0.0463713758409239,0
images/cow_1-_2331_jpg.rf.753dfc6b6efbda9201ac8990ad1e68f6.jpg,0.0756708158027967,0
images/cow_1-_229_jpg.rf.749a4d224fe4be80713fb8d074180193.jpg,0.000789522892701,0
images/cow_1-_4899_jpg.rf.3865e14470c5a17b36386d9695cb4d00.jpg,0.0434548223237409,0
images/cow_1-_2492_jpg.rf.6520666e9fe39d7d5e10ba5f65f6f79d.jpg,0.0032235618228035,0
images/cow_1-_579_jpg.rf.4c4aa99b93533efedaf215a2aaa9b063.jpg,0.0122306306819395,0
images/cow_1-_5388_jpg.rf.ba0a6fcf5e1be57d4fb4741d2807b6f5.jpg,0.0503640440728641,0
images/cow_1-_3640_jpg.rf.97f09b246f023290fe5ac780fb92e8ae.jpg,0.0437847570094814,0
images/cow_1-_5441_jpg.rf.d1f6756791141c6272817e5e4c16fa29.jpg,0.0135677972093142,0
images/cow_1-_2345_jpg.rf.e0efb7719635dd53d42a2a53c52f3f97.jpg,0.0391814632762438,0
images/cow_1-_940_jpg.rf.ab82f4dac04ac3f6fd2772ff7b8c482e.jpg,0.0281363926220928,0
images/cow_1-_3194_jpg.rf.5097ff7f7ec6cefa8fefffca972b4bda.jpg,0.0110649800817424,0
images/cow_1-_4986_jpg.rf.c05b3986a6801e0b3299e0647ebbfd87.jpg,0.0540785709301514,0
images/cow_1-_183_jpg.rf.bf65cad5131eab50d207e601a62a0ef8.jpg,0.00211393540499,0
images/cow_1-_1417_jpg.rf.69d8968bbd8b7e28d88ae87febdedfa2.jpg,0.0445479368511511,0
images/cow_1-_5055_jpg.rf.f704b43cae088b7b73c99b7c0c85cbc5.jpg,0.0377318668949182,0
images/cow_1-_1839_jpg.rf.a83dbae01cabc1bda4c0663643385fcf.jpg,0.0072588490608396,0
images/cow_1-_3642_jpg.rf.73ca3995f3b22317ae89c4edc8be22ee.jpg,0.0199681343716961,0
images/cow_1-_4479_jpg.rf.854690daed9659f716fbcce56cc1af3b.jpg,0.0269071121039491,0
images/cow_1-_3326_jpg.rf.83eef726e51a2dec0341c764cd9c4e65.jpg,0.0094135468513308,0
images/cow_1-_3260_jpg.rf.79c06a092f1eb323384ee3fb60d4dfc7.jpg,0.0180215655554345,0
images/cow_1-_3788_jpg.rf.b97456a200dc5b5b2326b99759e15425.jpg,0.0237286849642457,0
images/cow_1-_941_jpg.rf.cf123fbc2459ec155a60a9b69caa8387.jpg,0.0227972442891518,0
images/cow_1-_3475_jpg.rf.65ab23bedb416ac30ba6ceed014a2f2c.jpg,0.0439175404622967,0
images/cow_1-_2207_jpg.rf.597d158fc858440ecd5dfd3cd1cd9d47.jpg,0.0183973193804842,0
images/cow_1-_3724_jpg.rf.b84bb02f56f4ee5ba536ba01762e0332.jpg,0.1146589588823712,0
images/cow_1-_2442_jpg.rf.b964c032312c74d0ce98d461b35f8a37.jpg,0.0007220216606498,0
images/cow_1-_4764_jpg.rf.ee4fd87b42ab508434a4c52b1f93c8a3.jpg,0.0130478251515496,0
images/cow_1-_464_jpg.rf.04cef4ee51228f6d4e18d7e6cfd17339.jpg,0.0245479229391012,0
images/cow_1-_3235_jpg.rf.ddfc76a76f4172c554c3896b8f8601a8.jpg,0.0127865610402009,0
images/cow_1-_2065_jpg.rf.0c5bca2005a94178d66fea85f8938506.jpg,0.0128659974539307,0
images/cow_1-_476_jpg.rf.86532dd9de118eda30c93ed9863ec898.jpg,0.0629702772292078,0
images/cow_1-_1319_jpg.rf.c9fef74919451bae777eebd87208bfe3.jpg,0.0183746406650609,0
images/cow_1-_5837_jpg.rf.50ff6a61a0cd62cd8662f635a9151b91.jpg,0.0186032846608102,0
images/cow_1-_5992_jpg.rf.75c100caff7352144433bbac8263ca1c.jpg,0.0856120200864059,0
images/cow_1-_548_jpg.rf.5360a4905ecd644cc74c817e5232bbdc.jpg,0.0736390695486977,0
images/cow_1-_3234_jpg.rf.4ac5b371a4e52b1e8559231ba71e7715.jpg,0.0400977490190679,0
images/cow_1-_2473_jpg.rf.6046f20885a4bd66b68f50db52660df8.jpg,0.0246270423869287,0
images/cow_1-_4903_jpg.rf.b6ff76a43a89046dad4f925cca1ba631.jpg,0.0146418594097877,0
images/cow_1-_5936_jpg.rf.63253b08659ca488537be702dee4a3aa.jpg,0.0338248890296414,0
images/cow_1-_449_jpg.rf.eb45923a29c9004dffc9d9e76fadbdd8.jpg,0.0113790070090142,0
images/cow_1-_4074_jpg.rf.04f2b15f81eee7145c97177b151cb2ab.jpg,0.0323185464385812,0
images/cow_1-_267_jpg.rf.7f78a6420b53dd77dd846f909d46b561.jpg,0.0397999595637643,0
images/cow_1-_5581_jpg.rf.8142ec378ff288517ae89b593d0d4c25.jpg,0.0200500574984779,0
images/cow_1-_1826_jpg.rf.451cf2bd72f429d334cd6c2dd1e0a0d6.jpg,0.037117005963397,0
images/cow_1-_3179_jpg.rf.f21ac09b26086d592ee69f351f9c07b9.jpg,0.0025155750826397,0
images/cow_1-_1686_jpg.rf.39d7971f1fc63db20105a3b4b6230e6e.jpg,0.0238425802317509,0
images/cow_1-_4506_jpg.rf.aa280248236534736d46791f6719b73c.jpg,0.0400280362806126,0
images/cow_1-_4282_jpg.rf.22e9295218f219b4d650e54bada375d1.jpg,0.0248834696468992,0
images/cow_1-_2301_jpg.rf.c64889caa19f0190d4fb48e23ef0a51c.jpg,0.050089007565643,0
images/cow_1-_1502_jpg.rf.607fc1d360b8df9800f0c1ec894bdd7b.jpg,0.052317835548116,0
images/cow_1-_1065_jpg.rf.de0740cf92eeea59bfe8bf5c13df595a.jpg,0.0129433083096039,0
images/cow_1-_642_jpg.rf.c86a266730aa54f26daf3c92424cdbeb.jpg,0.0494094343775218,0
images/cow_1-_2820_jpg.rf.066b11639bd8ecf6d3d6c3bf5d0ff36d.jpg,0.0299164643430311,0
images/cow_1-_2633_jpg.rf.08ade4f18857b08a05079708447cf307.jpg,0.0012595654182833,0
images/cow_1-_1248_jpg.rf.48a4a49d037860e9f0a42e77d646ae07.jpg,0.0597548219739759,0
images/cow_1-_1676_jpg.rf.c04934e3c7278aaf76a0eea581855774.jpg,0.0121891031885187,0
images/cow_1-_3284_jpg.rf.7a18c9f459c2e021a058a58cfa0a1a75.jpg,0.0243532265643852,0
images/cow_1-_5297_jpg.rf.02c74a6b76cd8ab4ced66d163f36bfb2.jpg,0.0284304454305181,0
images/cow_1-_1014_jpg.rf.f9f79f8c6cb4409438a6bda751426532.jpg,0.0174419652241809,0
images/cow_1-_1265_jpg.rf.40adaa1bfeedee0911521bae40f6517b.jpg,0.1346403665635752,0
images/cow_1-_4612_jpg.rf.0a1110444d024ac31dde78979000fad5.jpg,0.0050551670214152,0
images/cow_1-_4869_jpg.rf.5591959f1ffa632e5829d2a5a2f9e732.jpg,0.0672467928590652,0
images/cow_1-_5647_jpg.rf.646f96b5efce0a1d7ef17c47717b0d12.jpg,0.0343268773930298,0
images/cow_1-_3011_jpg.rf.d95676bebd85c4c978989ee08a64a63e.jpg,0.0188053617621697,0
images/cow_1-_314_jpg.rf.16f5ef12a1a85b9a52db63b844938f61.jpg,0.0013055051626795,0
images/cow_1-_1411_jpg.rf.6eceb4c35db15eb2e100a8ea45a579ea.jpg,0.0251063406528467,0
images/cow_1-_2183_jpg.rf.dcd53293d1a2dfadf203adcc97589201.jpg,0.0406126280180665,0
images/cow_1-_1949_jpg.rf.8355377cba484e95bb741dd68cb5a35b.jpg,0.0247602558907675,0
images/cow_1-_5687_jpg.rf.49c85e68a80cbe64a776e358145c9033.jpg,0.015159122508883,0
images/cow_1-_3015_jpg.rf.e7636bdbd366e2fa0ea3066805f6a372.jpg,0.0066476563892354,0
images/cow_1-_1854_jpg.rf.fb1d9a2f7923722840abb98e45dbd2b0.jpg,0.0076074574512479,0
images/cow_1-_1379_jpg.rf.dd61aa2d795fee7dc683ab3576142099.jpg,0.0028865676753345,0
images/cow_1-_1680_jpg.rf.60096584de6bb32e989d4eac8a705e96.jpg,0.0385695244037321,0
images/cow_1-_1687_jpg.rf.79c0e0adec9a4273964a50d95a566fe3.jpg,0.0872408890219262,0
images/cow_1-_3392_jpg.rf.e44281c8594c805bd1e5d6f49d77b7a7.jpg,0.0041734271559091,0
images/cow_1-_2227_jpg.rf.8c70d20846b00cf354b10dcfdaf7e70f.jpg,0.0048253476091274,0
images/cow_1-_4244_jpg.rf.7151e90e9f1d5152c9dabd824f48a25e.jpg,0.0017911723140631,0
images/cow_1-_3634_jpg.rf.3e2be928aac77a5c47c4871ba3da64cb.jpg,0.0767905711695376,0
